hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,is_repeated_guest,previous_cancellations,deposit_type,customer_type,adr,total_of_special_requests
Resort Hotel,1,141,2017,May,2,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Contract,81.76,0
City Hotel,1,205,2016,March,0,1,2,0.0,0,HB,DEU,Online TA,0,0,No Deposit,Transient,97.87,0
Resort Hotel,1,73,2015,January,2,2,2,1.0,0,BB,PRT,Direct,0,0,No Deposit,Transient-Party,107.61,0
Resort Hotel,1,81,2016,June,2,2,2,3.0,0,BB,PRT,Aviation,0,0,Non Refund,Transient-Party,189.85,0
City Hotel,1,41,2016,August,2,3,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,156.39,1
Resort Hotel,1,11,2017,July,1,1,2,0.0,0,Undefined,ESP,Online TA,0,0,No Deposit,Transient,181.11,0
Resort Hotel,0,77,2016,July,0,2,2,0.0,0,BB,GBR,Online TA,0,3,No Deposit,Transient,135.78,0
Resort Hotel,1,175,2017,May,1,2,1,1.0,0,SC,FRA,Groups,0,0,Non Refund,Transient,111.67,2
City Hotel,0,149,2017,August,1,2,2,0.0,0,BB,IRL,Direct,0,0,No Deposit,Transient,138.75,2
City Hotel,0,181,2017,February,0,2,2,0.0,0,BB,FRA,Offline TA/TO,0,0,No Deposit,Transient,131.5,1
City Hotel,1,82,2017,April,0,3,2,0.0,0,SC,GBR,Online TA,0,0,Non Refund,Transient,94.09,1
City Hotel,0,31,2016,March,2,2,2,0.0,0,SC,USA,Direct,0,0,No Deposit,Transient,121.04,1
City Hotel,0,26,2017,April,2,4,3,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient-Party,90.66,0
Resort Hotel,0,69,2017,September,0,3,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,156.03,0
City Hotel,0,17,2016,June,1,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,137.51,0
City Hotel,0,264,2016,August,1,2,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,130.19,2
City Hotel,0,26,2017,September,0,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,132.75,0
City Hotel,0,98,2017,June,2,3,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient-Party,128.52,0
City Hotel,0,136,2016,May,2,4,2,0.0,0,SC,FRA,Offline TA/TO,0,0,No Deposit,Transient,96.2,1
City Hotel,0,166,2016,February,1,0,2,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,84.09,0
City Hotel,0,14,2016,June,0,1,2,0.0,0,BB,FRA,Online TA,0,3,No Deposit,Transient,128.69,1
Resort Hotel,0,32,2016,October,1,2,2,0.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient,97.99,0
Resort Hotel,0,53,2017,November,0,2,2,0.0,0,HB,IRL,Direct,0,1,No Deposit,Transient,146.39,1
City Hotel,1,50,2016,August,2,1,2,0.0,0,SC,ITA,Online TA,0,0,No Deposit,Transient,134.99,1
City Hotel,0,11,2015,July,1,4,1,0.0,0,Undefined,FRA,Offline TA/TO,0,0,No Deposit,Transient,162.73,0
City Hotel,0,118,2016,November,2,1,2,0.0,0,BB,GBR,Online TA,1,0,No Deposit,Transient,91.18,1
City Hotel,0,36,2016,May,3,3,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient-Party,158.69,1
City Hotel,1,63,2016,May,0,1,3,0.0,0,SC,BEL,Groups,0,0,No Deposit,Transient-Party,91.88,1
City Hotel,1,74,2016,December,2,2,2,0.0,0,SC,USA,Complementary,0,0,Non Refund,Transient,106.93,1
City Hotel,1,54,2017,September,1,2,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient-Party,128.49,0
City Hotel,0,105,2017,December,0,2,1,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,101.05,1
Resort Hotel,0,75,2017,August,1,3,2,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Contract,127.8,2
City Hotel,1,43,2017,January,0,1,1,0.0,0,BB,GBR,Online TA,0,0,Non Refund,Transient,118.54,1
City Hotel,0,40,2016,July,0,4,2,0.0,0,BB,GBR,Groups,0,0,No Deposit,Transient-Party,136.1,3
City Hotel,0,100,2017,May,2,4,2,0.0,0,BB,ITA,Offline TA/TO,0,0,No Deposit,Transient,132.06,0
Resort Hotel,0,97,2016,May,3,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,67.25,0
City Hotel,1,147,2017,August,0,4,2,0.0,0,FB,ITA,Online TA,0,0,Non Refund,Transient,140.74,0
City Hotel,1,57,2015,October,1,1,2,0.0,0,SC,PRT,Online TA,0,0,Non Refund,Transient-Party,96.0,0
City Hotel,1,74,2015,September,1,1,1,0.0,0,HB,GBR,Online TA,0,0,No Deposit,Transient-Party,155.1,1
City Hotel,0,206,2016,October,1,3,2,0.0,0,HB,FRA,Offline TA/TO,0,0,No Deposit,Transient,93.62,1
Resort Hotel,0,123,2016,April,0,3,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,78.78,1
City Hotel,1,65,2017,June,2,1,1,1.0,0,Undefined,GBR,Aviation,0,3,Non Refund,Transient,136.02,1
City Hotel,0,87,2016,August,0,3,1,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,150.72,0
Resort Hotel,1,79,2017,January,2,1,2,0.0,0,BB,BEL,Groups,0,0,No Deposit,Transient,89.09,0
City Hotel,0,22,2017,July,0,1,2,0.0,0,Undefined,ESP,Offline TA/TO,0,0,No Deposit,Transient,167.84,1
City Hotel,0,114,2016,February,1,4,2,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,106.56,0
City Hotel,0,55,2016,June,1,2,3,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,104.13,2
Resort Hotel,0,76,2017,May,0,2,1,2.0,0,SC,PRT,Online TA,0,0,Non Refund,Transient,129.19,2
City Hotel,1,190,2015,August,2,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,132.66,0
Resort Hotel,0,18,2017,June,1,1,2,0.0,0,SC,USA,Groups,0,0,No Deposit,Transient,130.09,0
City Hotel,0,123,2015,April,1,5,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,113.06,2
Resort Hotel,1,53,2016,March,2,3,2,2.0,0,BB,FRA,Groups,0,0,No Deposit,Transient-Party,101.63,3
Resort Hotel,0,199,2017,October,1,1,2,1.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,136.47,0
Resort Hotel,0,42,2017,February,2,1,1,0.0,0,BB,ITA,Direct,0,0,No Deposit,Transient,81.37,1
Resort Hotel,0,43,2017,July,1,5,3,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient,185.91,0
City Hotel,0,227,2017,July,1,3,2,0.0,0,HB,FRA,Offline TA/TO,0,0,No Deposit,Transient,125.05,0
City Hotel,1,98,2016,February,2,1,2,0.0,0,HB,BEL,Online TA,0,0,Non Refund,Transient,93.17,0
City Hotel,0,119,2017,May,1,1,2,0.0,0,BB,IRL,Offline TA/TO,0,0,No Deposit,Transient,75.3,1
Resort Hotel,0,104,2016,October,1,2,2,0.0,0,BB,USA,Offline TA/TO,0,0,No Deposit,Transient-Party,59.33,1
City Hotel,1,83,2017,October,1,0,1,0.0,0,BB,PRT,Online TA,1,0,Non Refund,Transient,77.39,0
City Hotel,0,119,2017,February,2,5,2,0.0,0,BB,DEU,Offline TA/TO,0,0,No Deposit,Transient,77.56,0
City Hotel,0,36,2016,November,0,2,1,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Contract,96.43,0
Resort Hotel,1,7,2016,June,2,4,2,0.0,0,BB,IRL,Groups,1,0,Non Refund,Transient,137.71,0
Resort Hotel,0,74,2017,July,3,2,2,0.0,0,HB,FRA,Offline TA/TO,0,0,No Deposit,Transient,134.0,2
City Hotel,0,53,2017,March,0,3,2,0.0,0,Undefined,PRT,Offline TA/TO,0,0,No Deposit,Transient,103.79,0
City Hotel,1,170,2017,July,0,3,1,1.0,0,BB,GBR,Direct,0,0,No Deposit,Transient,123.04,0
Resort Hotel,0,80,2016,August,1,3,2,0.0,0,FB,FRA,Direct,0,0,No Deposit,Transient,164.38,0
City Hotel,1,381,2015,May,0,0,2,0.0,0,BB,IRL,Direct,0,0,No Deposit,Transient-Party,93.94,0
Resort Hotel,0,32,2016,June,1,2,2,0.0,0,SC,ITA,Offline TA/TO,1,0,No Deposit,Transient-Party,139.92,0
Resort Hotel,0,199,2016,September,0,2,1,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,141.47,0
Resort Hotel,1,40,2016,April,2,3,2,0.0,0,SC,FRA,Corporate,0,0,No Deposit,Transient,130.28,0
Resort Hotel,1,93,2017,May,0,0,2,0.0,0,BB,ESP,Direct,0,0,Non Refund,Transient,73.52,0
Resort Hotel,0,44,2015,July,1,1,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,141.5,2
City Hotel,0,143,2017,November,2,1,3,0.0,0,BB,GBR,Groups,0,0,No Deposit,Transient,103.85,0
City Hotel,0,93,2016,August,1,2,2,0.0,0,FB,FRA,Online TA,0,0,No Deposit,Transient,125.59,0
City Hotel,1,224,2016,April,0,2,2,0.0,0,BB,DEU,Direct,0,0,Non Refund,Transient,113.49,0
Resort Hotel,0,45,2016,November,0,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,84.76,1
Resort Hotel,0,79,2016,April,2,6,2,0.0,0,BB,ESP,Direct,1,0,No Deposit,Transient,95.59,2
Resort Hotel,0,60,2017,July,1,5,1,0.0,0,BB,BEL,Offline TA/TO,0,3,No Deposit,Transient,159.38,0
City Hotel,1,103,2016,April,1,0,2,0.0,0,BB,DEU,Offline TA/TO,0,0,No Deposit,Transient-Party,90.19,1
City Hotel,1,49,2017,May,2,0,2,2.0,0,HB,USA,Online TA,0,0,Non Refund,Contract,127.29,0
City Hotel,1,123,2017,September,0,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,Non Refund,Contract,134.0,1
City Hotel,1,179,2016,April,0,6,2,0.0,0,BB,GBR,Direct,0,0,Non Refund,Contract,106.78,0
Resort Hotel,1,29,2016,November,1,1,2,0.0,0,BB,FRA,Online TA,0,0,Non Refund,Transient-Party,112.39,0
City Hotel,0,101,2016,September,0,1,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Contract,142.18,1
City Hotel,1,56,2016,December,0,3,1,0.0,0,HB,ESP,Offline TA/TO,0,1,Non Refund,Contract,127.48,0
City Hotel,0,33,2017,September,2,3,1,0.0,0,SC,FRA,Online TA,0,0,No Deposit,Transient,142.76,0
Resort Hotel,0,53,2017,June,0,4,2,0.0,0,BB,IRL,Online TA,0,0,No Deposit,Transient,134.06,3
City Hotel,0,74,2016,August,0,0,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,134.07,1
Resort Hotel,0,85,2017,June,2,0,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient-Party,128.01,0
Resort Hotel,0,64,2016,July,0,2,2,0.0,0,BB,ESP,Direct,0,0,No Deposit,Transient-Party,182.74,1
City Hotel,0,38,2017,August,1,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,140.45,0
City Hotel,0,86,2015,January,0,4,2,0.0,0,SC,DEU,Offline TA/TO,0,0,No Deposit,Transient,119.78,0
Resort Hotel,0,92,2016,July,0,3,2,0.0,0,HB,IRL,Aviation,0,0,No Deposit,Transient,194.94,1
Resort Hotel,1,5,2015,July,1,3,3,0.0,0,BB,PRT,Direct,0,2,No Deposit,Transient,178.39,1
City Hotel,0,107,2016,August,0,2,2,0.0,0,HB,PRT,Offline TA/TO,0,0,No Deposit,Transient,157.87,3
Resort Hotel,0,31,2016,July,0,4,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,178.64,0
Resort Hotel,0,74,2015,January,1,0,2,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,125.92,0
Resort Hotel,1,110,2017,September,2,3,2,0.0,0,BB,FRA,Corporate,0,0,Non Refund,Transient,124.05,3
City Hotel,1,213,2015,October,1,1,2,1.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,118.97,3
City Hotel,0,26,2015,July,1,3,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,151.75,0
Resort Hotel,0,33,2016,October,1,2,3,0.0,0,BB,ESP,Online TA,0,0,No Deposit,Transient,63.62,2
City Hotel,1,50,2016,December,2,2,1,0.0,0,HB,PRT,Direct,0,0,No Deposit,Transient,128.51,0
City Hotel,1,26,2016,January,1,2,2,0.0,0,HB,IRL,Direct,0,1,Non Refund,Transient,131.62,2
City Hotel,0,49,2016,December,0,2,2,0.0,0,Undefined,ITA,Offline TA/TO,1,0,Non Refund,Transient,119.57,2
City Hotel,1,128,2017,June,0,5,2,2.0,0,Undefined,PRT,Online TA,0,0,Non Refund,Transient,149.16,0
Resort Hotel,0,74,2017,July,1,2,1,0.0,0,Undefined,GBR,Online TA,0,0,No Deposit,Transient-Party,136.19,0
City Hotel,0,53,2016,December,0,3,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,109.02,0
Resort Hotel,0,56,2015,March,0,2,2,0.0,0,FB,BEL,Online TA,1,0,No Deposit,Transient,99.62,0
City Hotel,0,33,2015,January,0,6,1,1.0,0,BB,FRA,Online TA,0,3,No Deposit,Transient,118.76,1
Resort Hotel,1,99,2016,June,0,0,2,0.0,0,BB,PRT,Aviation,0,0,No Deposit,Transient,200.6,0
City Hotel,0,41,2017,July,0,1,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,137.44,0
City Hotel,0,54,2017,December,2,1,2,0.0,0,SC,ITA,Direct,0,0,No Deposit,Transient-Party,144.42,0
City Hotel,0,177,2017,November,0,5,2,0.0,1,BB,GBR,Direct,0,0,No Deposit,Transient,126.22,1
City Hotel,0,33,2016,August,0,4,2,0.0,0,HB,PRT,Offline TA/TO,0,2,No Deposit,Transient,141.23,1
City Hotel,1,43,2016,July,1,2,1,0.0,0,SC,PRT,Offline TA/TO,0,0,Non Refund,Transient,129.92,3
Resort Hotel,0,197,2017,September,1,6,1,0.0,0,BB,GBR,Online TA,0,0,No Deposit,Transient-Party,171.5,0
City Hotel,1,56,2016,May,0,4,1,0.0,0,HB,PRT,Direct,0,2,No Deposit,Transient,121.81,0
City Hotel,0,173,2016,July,0,2,2,0.0,0,BB,BEL,Online TA,0,0,No Deposit,Transient-Party,101.64,1
Resort Hotel,0,211,2016,August,2,2,1,0.0,0,SC,GBR,Complementary,0,0,No Deposit,Contract,151.58,1
Resort Hotel,0,223,2016,February,1,2,1,2.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,129.73,0
Resort Hotel,1,92,2016,May,1,0,1,0.0,0,BB,DEU,Online TA,0,3,No Deposit,Transient,90.77,0
City Hotel,0,19,2016,January,2,3,2,0.0,0,BB,DEU,Online TA,1,0,No Deposit,Transient-Party,117.54,1
City Hotel,1,78,2015,May,1,4,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,125.25,0
City Hotel,1,84,2017,July,0,4,2,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient,144.08,0
City Hotel,0,25,2017,February,0,2,2,0.0,0,SC,IRL,Corporate,0,0,No Deposit,Transient,119.29,0
City Hotel,0,93,2015,March,0,4,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,81.09,1
City Hotel,0,185,2016,March,2,3,3,1.0,0,SC,PRT,Corporate,0,0,No Deposit,Transient-Party,125.8,1
City Hotel,0,309,2016,December,0,0,2,0.0,0,SC,FRA,Corporate,0,0,No Deposit,Transient,123.22,2
City Hotel,1,133,2016,January,0,3,1,0.0,0,BB,USA,Offline TA/TO,0,0,No Deposit,Transient,117.17,1
Resort Hotel,0,143,2017,January,0,1,2,1.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,138.17,2
City Hotel,0,205,2016,June,0,1,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,138.98,2
City Hotel,0,179,2017,June,0,2,1,0.0,0,HB,PRT,Direct,0,0,No Deposit,Transient,183.46,2
Resort Hotel,0,29,2017,September,3,1,3,2.0,0,BB,NLD,Online TA,0,0,No Deposit,Transient,162.67,2
City Hotel,0,74,2017,April,0,3,2,1.0,0,SC,ESP,Online TA,0,0,No Deposit,Transient,122.68,0
City Hotel,0,28,2016,February,1,2,3,1.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,159.13,1
City Hotel,1,74,2015,April,0,3,2,0.0,0,FB,FRA,Online TA,0,0,Non Refund,Transient-Party,118.5,0
City Hotel,1,200,2016,October,0,1,2,0.0,0,FB,FRA,Online TA,0,0,No Deposit,Transient,107.25,1
City Hotel,0,109,2015,May,1,4,2,3.0,0,BB,PRT,Online TA,0,3,No Deposit,Transient,137.79,0
City Hotel,0,38,2015,August,1,2,3,1.0,0,Undefined,GBR,Online TA,0,0,No Deposit,Transient-Party,138.23,1
City Hotel,0,101,2015,June,2,3,2,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,125.61,3
Resort Hotel,0,344,2016,October,0,1,2,0.0,0,BB,ESP,Groups,0,0,No Deposit,Transient,79.31,0
Resort Hotel,0,48,2017,January,0,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,91.18,1
City Hotel,0,358,2015,July,0,3,2,0.0,1,BB,FRA,Online TA,0,0,No Deposit,Transient,123.37,2
City Hotel,1,118,2016,September,4,3,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,105.05,2
City Hotel,1,21,2017,September,0,6,1,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,139.05,1
Resort Hotel,0,103,2016,September,0,0,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,132.54,0
Resort Hotel,1,94,2016,May,5,3,2,0.0,0,BB,FRA,Groups,0,0,No Deposit,Transient,87.7,1
City Hotel,1,101,2017,September,1,3,2,0.0,0,BB,IRL,Direct,0,0,No Deposit,Transient,144.19,0
Resort Hotel,1,178,2016,August,0,3,2,0.0,0,SC,IRL,Online TA,0,0,No Deposit,Transient-Party,145.79,0
City Hotel,1,38,2016,October,0,2,1,0.0,0,BB,PRT,Online TA,0,0,Refundable,Transient,122.09,2
City Hotel,0,203,2016,October,3,0,3,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,87.36,0
City Hotel,1,185,2016,July,1,3,2,0.0,0,HB,GBR,Online TA,0,0,No Deposit,Transient,115.64,0
Resort Hotel,1,98,2017,February,0,3,1,0.0,0,BB,FRA,Offline TA/TO,0,0,Non Refund,Transient,77.6,0
City Hotel,0,322,2016,December,0,1,2,0.0,0,HB,DEU,Offline TA/TO,0,3,No Deposit,Transient,96.89,1
City Hotel,0,70,2016,April,0,3,2,1.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,134.13,1
City Hotel,0,85,2016,August,0,8,1,3.0,0,BB,PRT,Groups,0,0,No Deposit,Transient-Party,176.25,1
City Hotel,0,62,2015,January,1,4,2,3.0,0,BB,BEL,Online TA,0,0,No Deposit,Transient,145.0,1
City Hotel,0,60,2017,January,1,5,2,0.0,0,BB,GBR,Offline TA/TO,0,0,No Deposit,Transient,101.02,1
City Hotel,0,117,2016,October,3,3,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient-Party,103.04,2
Resort Hotel,0,82,2017,December,1,2,1,0.0,0,SC,FRA,Direct,0,0,No Deposit,Transient,70.95,2
Resort Hotel,0,173,2017,May,0,2,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient-Party,82.05,3
Resort Hotel,1,15,2016,June,0,4,3,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,111.1,1
Resort Hotel,1,182,2015,January,0,3,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient,106.49,0
Resort Hotel,1,100,2015,January,1,7,1,0.0,0,BB,PRT,Offline TA/TO,0,0,Non Refund,Transient,96.15,1
Resort Hotel,0,144,2017,February,1,3,2,0.0,0,BB,IRL,Direct,0,0,No Deposit,Transient,92.58,0
Resort Hotel,0,178,2017,October,0,5,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,96.22,1
Resort Hotel,0,189,2015,March,0,3,2,1.0,0,BB,PRT,Corporate,0,0,No Deposit,Transient,89.52,0
City Hotel,0,110,2016,February,0,1,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,98.16,0
City Hotel,1,28,2017,July,0,0,1,0.0,0,SC,PRT,Groups,0,0,Non Refund,Transient,135.24,2
Resort Hotel,1,184,2016,April,0,0,2,0.0,0,BB,PRT,Offline TA/TO,0,3,No Deposit,Transient-Party,107.34,1
City Hotel,0,77,2016,November,1,2,3,0.0,0,BB,FRA,Online TA,0,0,No Deposit,Transient-Party,122.72,0
Resort Hotel,0,131,2016,September,1,5,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient-Party,149.92,1
City Hotel,0,64,2016,September,1,3,2,0.0,0,BB,PRT,Groups,0,0,No Deposit,Transient-Party,138.83,3
City Hotel,1,75,2015,May,1,5,2,0.0,0,Undefined,ESP,Online TA,0,0,Non Refund,Transient,126.54,1
Resort Hotel,1,15,2017,August,1,0,1,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,163.1,0
City Hotel,0,153,2017,August,2,3,2,0.0,0,BB,FRA,Direct,0,0,No Deposit,Transient,143.62,1
City Hotel,0,89,2016,January,1,3,2,0.0,0,HB,GBR,Online TA,0,0,No Deposit,Transient,113.67,1
City Hotel,1,107,2016,September,1,1,2,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,130.63,0
Resort Hotel,0,45,2016,December,1,2,2,2.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,111.27,0
City Hotel,1,26,2017,May,1,2,2,0.0,0,BB,IRL,Offline TA/TO,0,0,No Deposit,Transient,109.43,1
Resort Hotel,1,12,2016,October,1,1,2,0.0,0,SC,BEL,Online TA,0,0,Non Refund,Transient-Party,71.79,0
City Hotel,0,89,2016,April,1,4,1,0.0,0,BB,USA,Online TA,0,0,No Deposit,Transient,86.43,0
Resort Hotel,0,88,2016,January,1,4,1,0.0,0,BB,IRL,Direct,0,0,No Deposit,Transient-Party,94.68,0
Resort Hotel,0,87,2016,June,0,3,2,0.0,0,BB,ESP,Offline TA/TO,0,0,No Deposit,Transient-Party,138.42,0
City Hotel,1,428,2016,July,1,1,2,0.0,0,SC,ITA,Offline TA/TO,0,0,Non Refund,Transient,117.62,0
Resort Hotel,1,43,2015,June,0,2,2,0.0,0,HB,PRT,Groups,0,0,No Deposit,Transient,158.59,0
City Hotel,0,91,2017,April,1,0,1,0.0,0,SC,GBR,Online TA,0,2,No Deposit,Transient-Party,113.84,1
City Hotel,0,85,2017,February,3,1,2,0.0,0,BB,IRL,Online TA,0,0,No Deposit,Transient-Party,108.66,1
Resort Hotel,0,170,2015,June,0,1,2,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,139.64,2
Resort Hotel,1,185,2017,February,0,4,2,0.0,0,BB,PRT,Groups,0,0,Non Refund,Transient,70.25,0
City Hotel,0,81,2017,April,1,4,2,0.0,0,BB,IRL,Groups,0,0,No Deposit,Transient,121.79,1
Resort Hotel,1,122,2016,October,0,5,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,103.86,0
City Hotel,0,61,2017,September,0,3,3,0.0,0,SC,GBR,Online TA,0,0,No Deposit,Transient,149.66,0
City Hotel,0,31,2016,October,2,1,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,104.92,0
Resort Hotel,0,221,2015,June,1,2,2,1.0,0,SC,BEL,Offline TA/TO,0,0,No Deposit,Transient,147.23,1
City Hotel,0,26,2017,July,1,6,2,0.0,0,BB,FRA,Direct,0,0,No Deposit,Transient,157.08,0
Resort Hotel,1,129,2016,December,2,1,2,0.0,0,BB,DEU,Online TA,0,0,Non Refund,Contract,96.96,1
City Hotel,0,307,2016,September,2,2,1,0.0,0,BB,DEU,Corporate,0,0,No Deposit,Transient,146.89,2
Resort Hotel,0,61,2017,March,0,3,2,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,97.55,1
City Hotel,0,135,2016,September,0,3,2,3.0,0,BB,DEU,Direct,0,0,No Deposit,Transient-Party,185.95,0
City Hotel,0,65,2017,April,0,3,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,115.05,0
Resort Hotel,1,37,2017,August,0,2,1,0.0,0,BB,PRT,Corporate,0,0,No Deposit,Contract,143.86,0
City Hotel,1,125,2015,January,0,2,3,0.0,0,BB,GBR,Groups,0,0,No Deposit,Transient-Party,98.92,0
Resort Hotel,0,28,2017,June,1,0,2,2.0,0,HB,PRT,Offline TA/TO,0,0,No Deposit,Transient,178.16,0
City Hotel,1,61,2017,June,2,4,3,0.0,0,HB,PRT,Online TA,0,0,No Deposit,Transient,124.64,0
City Hotel,0,46,2017,July,1,2,2,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,148.53,0
City Hotel,0,130,2017,June,0,2,2,2.0,0,HB,BEL,Complementary,0,0,No Deposit,Transient,157.74,0
Resort Hotel,1,102,2016,March,1,7,1,0.0,0,BB,USA,Offline TA/TO,0,0,No Deposit,Transient,61.27,0
City Hotel,0,44,2016,October,0,2,2,0.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,114.01,0
City Hotel,1,93,2015,June,1,3,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,139.97,1
City Hotel,0,24,2017,February,1,4,1,0.0,0,BB,PRT,Offline TA/TO,0,0,No Deposit,Transient,100.9,0
City Hotel,1,63,2016,September,0,3,2,0.0,0,SC,PRT,Online TA,0,0,No Deposit,Transient,132.73,0
City Hotel,0,66,2017,September,0,2,1,1.0,0,BB,ITA,Online TA,0,0,No Deposit,Transient,148.55,1
City Hotel,0,29,2017,February,1,4,2,0.0,0,HB,NLD,Online TA,0,0,No Deposit,Transient,92.05,0
City Hotel,0,77,2017,March,0,3,2,0.0,0,SC,BEL,Online TA,0,0,No Deposit,Transient,126.32,2
City Hotel,1,43,2016,January,0,2,3,0.0,0,BB,DEU,Online TA,0,0,No Deposit,Transient,84.49,0
Resort Hotel,1,73,2016,July,1,2,2,0.0,0,BB,BEL,Online TA,0,0,No Deposit,Transient-Party,159.28,0
City Hotel,1,62,2015,July,0,3,2,0.0,0,BB,PRT,Online TA,0,0,Non Refund,Transient,159.59,0
City Hotel,0,186,2016,December,1,6,2,0.0,0,HB,PRT,Online TA,1,0,No Deposit,Transient,122.49,0
Resort Hotel,0,106,2017,May,1,1,2,2.0,0,BB,GBR,Groups,0,0,No Deposit,Contract,86.59,0
Resort Hotel,1,122,2017,March,0,4,1,0.0,0,SC,FRA,Online TA,0,0,Non Refund,Transient,63.67,0
City Hotel,0,60,2016,November,1,5,2,0.0,0,BB,BEL,Online TA,0,0,No Deposit,Transient-Party,89.07,0
Resort Hotel,0,44,2016,March,1,2,2,0.0,0,BB,PRT,Direct,0,0,No Deposit,Transient,101.66,0
City Hotel,0,71,2015,August,1,4,2,0.0,0,SC,FRA,Offline TA/TO,0,0,No Deposit,Transient-Party,99.94,0
City Hotel,0,120,2016,February,0,1,1,1.0,0,Undefined,IRL,Online TA,0,0,No Deposit,Transient,133.24,0
Resort Hotel,0,119,2016,September,1,3,1,0.0,0,BB,PRT,Online TA,0,0,No Deposit,Transient,145.28,0
